CITIFILE A.01.00
#NA VERSION HP8722ES.07.74: Oct 30, 2002
NAME 
VAR FREQ MAG 201
DATA  RI
SEG_LIST_BEGIN
SEG 1800000000 2100000000 201
SEG_LIST_END
BEGIN
1.80102E0,-1.34277E-1
1.57592E0,8.92456E-1
7.54394E-1,1.66137E0
-4.45678E-1,1.77423E0
-1.37487E0,1.21496E0
-1.83496E0,-1.12182E-1
-1.60839E0,-8.93188E-1
-1.00927E0,-1.53546E0
-5.20019E-2,-1.83386E0
9.57885E-1,-1.53649E0
1.52807E0,-9.13330E-1
1.79296E0,-1.66748E-1
1.62878E0,6.09130E-1
7.57446E-1,1.59118E0
-5.91674E-1,1.64843E0
-1.17431E0,1.27966E0
-1.63659E0,5.10131E-1
-1.37951E0,-4.65881E-1
-1.24316E0,-1.13159E0
-4.90478E-1,-1.59118E0
7.02819E-1,-8.60778E-1
1.59411E0,-2.30896E-1
1.58081E0,2.63916E-1
1.19140E0,1.04418E0
5.94360E-1,1.45349E0
-3.58276E-1,1.42321E0
-9.73510E-1,1.19726E0
-1.38147E0,6.69067E-1
-1.36871E0,0.39184E-1
-1.11267E0,-1.03759E0
-5.82885E-1,-1.39196E0
END

